SubLevel,QNumber,QContent,AnswerA,AnswerB,AnswerC,AnswerD,CorrectAnswer,Passed
29,285,I .................... my hand when I was cooking the lunch,burnt,was burning,have burnt,had burnt,burnt,0
29,286,It's time we ................ this old bicycle and bought a new one,will sell,had sold,have sold,sold,sold,0
29,287,They're close friends. They ................. each other for a long time,know,have known,have been knowing,knew,have known,0
29,288,"As ................ as I know, we have not received a bill for this new printer",much,long,soon,far,far,0
29,289,Don't worry ...................... late tonight,if I am,when I am,when I'll be,if I'll be,if I am,0
29,290,The staff didn't accept their project because of ................ funds,unavailable,inconsiderate,incomplete,insufficient,insufficient,0
30,291,What was wrong with you? Why ..................... see the doctor?,had you to,did you have to,must you,will you,did you have to,0
30,292,He is ................ to leave her class as soon as possible,cautious,anxious,worried,nervous,anxious,0
30,293,He likes .................. the living-room as often as possible,cleaned,clean,to clean,that I clean,to clean,0
30,294,Susan agreed to stay behind; she was used to ................ late,working,have worked,work,being worked,working,0
30,295,Every day ..................... starts at 8 and finishes at 4,school,a school,the school,an school,school,0
30,296,She may be old but she's still ................ control of all that is happening,under,over,with,in,in,0
30,297,I couldn't buy anything as .......................of the shops were open,all,no one,none,nothing,none,0
30,298,The coins are ................ to be over a thousand years old,described,said,spoken,mentioned,said,0
30,299,Few people ................... to the wedding party can't come,inviting,invited,who invited,they were invited,invited,0
30,300,Unexpectedly the lights ................ out and Daisy and I were left in darkness,turned,put,went,gave,went,0
31,301,I haven't got ................. on holiday at the moment,money enough to go,enough money to go,money enough for going,enough money for going,enough money to go,0
31,302,The opening ................ of the play took place in an office,stage,scene,sight,piece,scene,0
31,303,She is very kind to me. She treats me ..................... her own daughter,like I am,as if I am,as if I was,as if I were,as if I were,0
31,304,She wasn't offered the job because of her untidy ..................,sight,view,presence,appearance,appearance,0
31,305,What time did they ................... the hotel?,arrive at,arrive in,get to,both a and c are correct,both a and c are correct,0
31,306,I wonder who ate all the cheese yesterday. It ................ have been Ann because she was out all day.,can't,must,could,needn't,can't,0
31,307,Karen has been working here ........................,for six months,since six months,six months ago,for six month,for six months,0
31,308,They used the aircraft to save several people from the ................ floor of the blazing building.,high,top,basement,low,top,0
31,309,There's plenty of time. You ...................... hurry,don't have to,mustn't,needn't,don't,needn't,0
31,310,"When the electricity went out, my father .............. a match to find the candles",rubbed,scratched,struck,started,struck,0
32,311,He's exhausted. He'd rather ................ out this evening,not going,not to go,doesn't go,not go,not go,0
32,312,Annie put .............. speaking to Jim as long as possible,off,over,away,back,off,0
32,313,....................a problem in most big cities,Crime is,The crime is,The crimes are,All of them are wrong,Crime is,0
32,314,"She wondered .............. her uncle looked like now, after so many years she hadn't met him.",how,whose,that,what,what,0
32,315,"When I was on holiday, I spent .......................... money.",a lot of,much,too much,too many,too much,0
32,316,The man .............. his nephew for the broken window,accused,complained,blamed,denied,blamed,0
32,317,Let's get a taxi. It's ..................... to walk,a quite long way,quite a long way,rather a long way,both b and c are correct,both b and c are correct,0
32,318,The boy screamed while the dentist .................. one of his teeth,were pulling out,had been pulling out,had pulled out,was pulling out,was pulling out,0
32,319,I'll be in London next week. I hope to see Tom .................... there,while I will be,while I am,during my visit,both b and c are correct,both b and c are correct,0
32,320,They say they've been to ................... restaurant in town,many,every,all,most,every,0
33,321,Sandra's away at the moment. She's .............. holiday in England,at,on,in,for,on,0
33,322,Mary hasn't written to me .......................,already,yet,never,any longer,yet,0
33,323,It's three years ........................ Charles,that I don't see,that I haven't seen,since I didn't see,since I saw,since I saw,0
33,324,She has to go to work by bus today because her car is being ...................,stopped,broken,serviced,rented,serviced,0
33,325,What a great party last night! You ................. come. Why didn't you?,must have,should have,ought to have,had to,should have,0
33,326,I don't get tired .................... watching TV every night,with,by,of,at,of,0
33,327,"""May I stay here?"" ""I'd rather ...................... with us.",you come,you to come,you came,you would come,you came,0
33,328,The play lasted three hours with .................. of fifteen minutes between scene one and scene two.,an interval,a pause,a stop,an interruption,an interval,0
